teacher,folds,accuracy_mean,accuracy_std,segment_cosine_mean,reversed_cosine_mean,order_margin_mean,target_mse_mean
HuBERT,5,0.4986845039018952,0.08871164091465422,0.3805965602397918,0.047476537525653784,0.3331200301647186,1.2388068675994872
Wav2Vec2,5,0.4785065687367478,0.10822807225365416,0.2895055770874023,0.13940911740064615,0.15009645521640774,1.4209888935089112
